OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,STATUS,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,SHAPE_Length
8662,4907,68,02285,0430,022850430,31ST AVE W BETWEEN W MANSELL ST AND W JAMESON W ST,31ST AVE W,31ST AVE W,W MANSELL ST,W JAMESON W ST,3,Collector Arterial, ,INSVC,4300,25,N,N, , ,655,36,PCC,2017/10/30 00:00:00+00,,,30TH AVE W AND W MANSELL ST,N,26508,31ST AVE W AND W JAMESON W ST,S,26492,1255053.40297797,244370.7943503,N,N,N,Neighborhood Corridor,,89,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,5,ART,N,655.152108546568
8665,4994,68,02385,0690,023850690,32ND AVE NW BETWEEN NW 69TH ST AND NW 70TH ST,32ND AVE NW,32ND AVE NW,NW 69TH ST,NW 70TH ST,3,Collector Arterial, ,INSVC,6900,25,N,N, , ,273,32,AC/PCC,2017/10/01 00:00:00+00,,,32ND AVE NW AND NW 69TH ST,N,24019,32ND AVE NW AND NW 70TH ST,S,24010,1254907.85078582,251631.37298173,N,N,N,Neighborhood Corridor,,62,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,3,ART,N,273.055441734463
8681,5325,68,02620,0320,026200320,34TH AVE W BETWEEN W DRAVUS ST AND W BERTONA ST,34TH AVE W,34TH AVE W,W DRAVUS ST,W BERTONA ST,2,Minor Arterial, ,INSVC,3200,25,N,N, , ,661,40,PCC,2017/10/30 00:00:00+00,,,34TH AVE W AND W DRAVUS ST,N,26390,34TH AVE W AND W BERTONA ST,S,26373,1254064.24092896,240867.4493867,N,N,N,Neighborhood Corridor,,77,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,661.038006130342
8683,5358,68,02705,0620,027050620,35TH AVE NE BETWEEN NE 62ND ST AND NE 65TH ST,35TH AVE NE,35TH AVE NE,NE 62ND ST,NE 65TH ST,2,Minor Arterial, ,INSVC,6200,25,N,N, , ,656,32,PCC,2017/11/01 00:00:00+00,,,35TH AVE NE AND NE 62ND ST,N,26189,35TH AVE NE AND NE 65TH ST,S,24971,1281507.61542106,249574.41809961,N,N,N,Urban Center Connector,,96,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,656.143411772554
8684,5388,68,02705,1050,027051050,35TH AVE NE BETWEEN NE 105TH ST AND NE 110TH ST,35TH AVE NE,35TH AVE NE,NE 105TH ST,NE 110TH ST,2,Minor Arterial, ,INSVC,10500,25,N,N, , ,1309,44,AC/PCC,2017/09/26 00:00:00+00,,,35TH AVE NE AND NE 105TH ST,N,36855,35TH AVE NE AND NE 110TH ST,S,36838,1281589.92146915,261135.99046347,N,N,N,Urban Center Connector,,70,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,2,ART,N,1308.80583304902
8687,5461,68,02720,0630,027200630,35TH AVE SW BETWEEN SW GRAHAM ST AND SW MORGAN ST,35TH AVE SW,35TH AVE SW,SW GRAHAM ST,SW MORGAN ST,1,Principal Arterial, ,INSVC,6300,25,S,N, , ,664,35,AC/PCC,2017/12/01 00:00:00+00,,,35TH AVE SW AND SW GRAHAM ST,S,32842,35TH AVE SW AND SW MORGAN ST,N,34008,1259339.92899837,202836.79808375,N,N,Y,Urban Center Connector,,48,0,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,3,ART,N,664.477333954787
8688,5470,68,02720,0765,027200765,35TH AVE SW BETWEEN SW HOLDEN N ST AND SW HOLDEN S ST,35TH AVE SW,35TH AVE SW,SW HOLDEN N ST,SW HOLDEN S ST,1,Principal Arterial, ,INSVC,7600,25,S,N, , ,138,55,AC/PCC,2017/10/28 00:00:00+00,PCC,2017/10/23 00:00:00+00,35TH AVE SW AND SW HOLDEN N ST,S,34054,35TH AVE SW AND SW HOLDEN S ST,N,34064,1259203.06000622,198446.69849527,N,N,Y,Urban Center Connector,,22,64,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,4,ART,N,138.365935825964
8715,6131,68,03130,0150,031300150,4TH AVE BETWEEN PIKE ST AND PINE ST,4TH AVE,4TH AVE,PIKE ST,PINE ST,1,Principal Arterial, ,INSVC,1500,25,NW,Y,NW,F,426,50,PCC,2017/10/27 00:00:00+00,,,4TH AVE AND PIKE ST,NW,29589,4TH AVE AND PINE ST,SE,29579,1269504.40728077,226392.73001188,Y,N,Y,Downtown,,87,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,426.039246537535
8716,6142,68,03130,0250,031300250,4TH AVE BETWEEN WALL ST AND VINE ST,4TH AVE,4TH AVE,WALL ST,VINE ST,1,Principal Arterial, ,INSVC,2500,25,NW,Y,NW,F,306,54,AC/PCC,2017/10/27 00:00:00+00,,,4TH AVE AND WALL ST,NW,29673,4TH AVE AND VINE ST,SE,29670,1267206.45150241,228720.32220626,N,N,N,Downtown,,79,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,306.174040056319
8721,6241,68,03150,0290,031500290,4TH AVE S BETWEEN S FOREST ST AND S HANFORD ST,4TH AVE S,4TH AVE S,S FOREST ST,S HANFORD ST,1,Principal Arterial, ,INSVC,2900,30,S,N, , ,785,83,AC/PCC,2017/12/04 00:00:00+00,,,4TH AVE S AND S FOREST ST,S,31376,4TH AVE S AND S HANFORD ST,N,31382,1271255.56664257,213932.08833513,N,N,Y,Industrial Access,Y,100,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,785.093824468807
8722,6252,68,03150,0500,031500500,4TH AVE S BETWEEN 4TH AV S VI AND S DAWSON ST,4TH AVE S,4TH AVE S,4TH AV S VI,S DAWSON ST,1,Principal Arterial, ,INSVC,5000,30,S,N, , ,655,44,PCC,2017/10/11 00:00:00+00,,, 4TH AV S VI AND 4TH AVE S,S,33162,4TH AVE S AND S DAWSON ST,N,33146,1270998.3764983,206598.38746361,N,N,Y,Industrial Access,Y,75,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,655.33550842902
8724,6311,68,03265,0500,032650500,40TH AVE NE BETWEEN NE 50TH ST AND NE 51ST ST,40TH AVE NE,40TH AVE NE,NE 50TH ST,NE 51ST ST,3,Collector Arterial, ,INSVC,5000,25,N,N, , ,456,36,PCC,2018/01/09 00:00:00+00,,,40TH AVE NE AND NE 50TH ST,N,26237,40TH AVE NE AND NE 51ST ST,S,26226,1282790.37727837,246131.54257609,N,N,N,Neighborhood Corridor,,57,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,4,ART,N,456.418648481043
8733,6507,68,03410,0380,034100380,42ND AVE NE BETWEEN NE 38TH ST AND NE 41ST ST,42ND AVE NE,42ND AVE NE,NE 38TH ST,NE 41ST ST,0,Not Designated, ,INSVC,3800,20,N,N, , ,848,30,AC,2015/04/09 00:00:00+00,,,42ND AVE NE AND NE 38TH ST,N,27429,42ND AVE NE AND NE 41ST ST,S,27419,1283235.80537483,243109.770669,N,N,N,Neighborhood Yield Street,,60,0,4,LOCAL TRANSIT ROUTE,DISTRICT4, ,N,2,NON-ART,N,847.996089518622
8760,7160,68,03810,0680,038100680,48TH AVE SW BETWEEN HOLLY CT SW AND BEACH DR SW,48TH AVE SW,48TH AVE SW,HOLLY CT SW,BEACH DR SW,3,Collector Arterial, ,INSVC,6800,25,SW,N, , ,563,32,PCC,2017/10/23 00:00:00+00,,,48TH AVE SW AND HOLLY CT SW,SW,33869,48TH AVE SW AND BEACH DR SW,NE,33877,1254518.30569743,201382.43597028,N,N,N,Neighborhood Corridor,,54,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,6,ART,N,563.136970476734
8762,7223,68,03885,0030,038850030,5TH AVE BETWEEN 5TH AVE S AND TERRACE ST,5TH AVE,5TH AVE,5TH AVE S,TERRACE ST,2,Minor Arterial, ,INSVC,300,25,N,N, , ,227,46,AC/PCC,2017/10/10 00:00:00+00,,,5TH AVE AND 5TH AVE S,N,30528,5TH AVE AND TERRACE ST,S,30485,1271774.27749109,223167.16232857,N,N,N,Downtown Neighborhood,,36,0,2,MAJOR TRANSIT ROUTE,DISTRICT3,DISTRICT7,N,6,ART,N,227.208490390926
8763,7233,68,03885,0130,038850130,5TH AVE BETWEEN UNIVERSITY ST AND UNION ST,5TH AVE,5TH AVE,UNIVERSITY ST,UNION ST,2,Minor Arterial, ,INSVC,1300,25,NW,Y,SE,T,426,33,AC/PCC,2017/11/03 00:00:00+00,,,5TH AVE AND UNIVERSITY ST,NW,29930,5TH AVE AND UNION ST,SE,29913,1270215.3715055,225823.71945129,N,N,N,Downtown Neighborhood,,76,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,5,ART,N,425.913207777695
8764,7251,68,03890,0020,038900020,5TH AVE N BETWEEN JOHN ST AND BROAD ST,5TH AVE N,5TH AVE N,JOHN ST,BROAD ST,1,Principal Arterial, ,INSVC,200,25,N,N, , ,426,50,AC/PCC,2017/10/04 00:00:00+00,,,5TH AVE N AND JOHN ST,N,28933,5TH AVE N AND BROAD ST,S,28931,1266991.7896142,229949.20054352,N,N,Y,Urban Village Main,,31,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,2,ART,N,426.297559592671
8767,7324,68,03895,0900,038950900,5TH AVE NE BETWEEN NE 90TH ST AND NE 91ST ST,5TH AVE NE,5TH AVE NE,NE 90TH ST,NE 91ST ST,2,Minor Arterial, ,INSVC,9000,25,N,N, , ,332,20,PCC,2017/10/26 00:00:00+00,,,5TH AVE NE AND NE 90TH ST,N,37528,5TH AVE NE AND NE 91ST ST,S,37527,1273570.92715694,256883.2606031,N,N,N,Urban Center Connector,,63,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,1,ART,N,332.368372345668
8768,7335,68,03895,1240,038951240,5TH AVE NE BETWEEN NE 124TH ST AND NE 125TH ST,5TH AVE NE,5TH AVE NE,NE 124TH ST,NE 125TH ST,2,Minor Arterial, ,INSVC,12400,25,N,N, , ,271,40,AC/PCC,2017/10/26 00:00:00+00,,,5TH AVE NE AND NE 124TH ST,N,36434,5TH AVE NE AND NE 125TH ST,S,36435,1273613.53963698,265862.4537003,N,N,N,Urban Center Connector,,64,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,1,ART,N,270.639236511786
8769,7358,68,03905,0030,039050030,5TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,5TH AVE S,5TH AVE S,S MAIN ST,S JACKSON ST,2,Minor Arterial, ,INSVC,300,25,S,N, , ,306,50,AC/PCC,2017/10/10 00:00:00+00,,,5TH AVE S AND S MAIN ST,S,30501,5TH AVE S AND S JACKSON ST,N,30510,1271761.98136309,222300.5092077,N,N,N,Downtown Neighborhood,,63,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,6,ART,N,306.094688387364
8776,7531,68,04025,0964,040250964,51ST AVE S BETWEEN S PILGRIM ST AND S BOND ST,51ST AVE S,51ST AVE S,S PILGRIM ST,S BOND ST,2,Minor Arterial, ,INSVC,9600,25,S,N, , ,511,42,AC/PCC,2017/10/24 00:00:00+00,,,51ST AVE S AND S PILGRIM ST,S,38305,51ST AVE S AND S BOND ST,N,38294,1285401.12320104,191150.47794379,Y,N,N,Neighborhood Corridor,,79,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,5,ART,N,511.001395685168
8786,7727,68,04220,0380,042200380,55TH AVE SW BETWEEN SW CHARLESTOWN ST AND SW BRADFORD ST,55TH AVE SW,55TH AVE SW,SW CHARLESTOWN ST,SW BRADFORD ST,3,Collector Arterial, ,INSVC,3800,25,S,N, , ,377,36,PCC,2017/10/23 00:00:00+00,,,55TH AVE SW AND SW CHARLESTOWN ST,S,31707,55TH AVE SW AND SW BRADFORD ST,N,31719,1252999.37526387,211821.70599696,N,N,N,Neighborhood Corridor,,77,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,6,ART,N,377.034951167959
8798,8006,68,04455,0390,044550390,6TH AVE S BETWEEN S BRADFORD ST AND S ANDOVER ST,6TH AVE S,6TH AVE S,S BRADFORD ST,S ANDOVER ST,2,Minor Arterial, ,INSVC,3900,25,S,N, , ,319,39,AC,2017/10/11 00:00:00+00,,,6TH AVE S AND S BRADFORD ST,S,32359,6TH AVE S AND S ANDOVER ST,N,32372,1271763.04888308,210942.41454005,N,N,N,Industrial Access,,40,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,319.443452163464
8800,8040,68,04465,0210,044650210,6TH AVE W BETWEEN W CROCKETT ST AND W MCGRAW ST,6TH AVE W,6TH AVE W,W CROCKETT ST,W MCGRAW ST,3,Collector Arterial, ,INSVC,2100,25,N,N, , ,670,42,AC/PCC,2017/10/04 00:00:00+00,,,6TH AVE W AND W CROCKETT ST,N,27829,6TH AVE W AND W MCGRAW ST,S,27820,1262845.53194594,236727.44477446,N,N,N,Neighborhood Corridor,,63,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,3,ART,N,670.075280753209
8810,8278,68,04785,0120,047850120,8TH AVE BETWEEN SENECA ST AND CONVENTION CTR DR,8TH AVE,8TH AVE,SENECA ST,CONVENTION CTR DR,2,Minor Arterial, ,INSVC,1200,25,NW,N, , ,900,27,PCC,2017/10/10 00:00:00+00,,,8TH AVE AND SENECA ST,NW,29916,8TH AVE AND CONVENTION CTR DR,SE,29904,1271081.25342639,226256.16015574,N,N,N,Urban Village Neighborhood,,88,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,8,ART,N,899.617593857047
8812,8319,68,04795,0623,047950623,8TH AVE NE BETWEEN NE RAVENNA WB BV AND NE 63RD ST,8TH AVE NE,8TH AVE NE,NE RAVENNA WB BV,NE 63RD ST,1,Principal Arterial, ,INSVC,6200,25,N,N, , ,87,27,PCC,2017/10/03 00:00:00+00,,,8TH AVE NE AND NE RAVENNA WB BV,N,25753,8TH AVE NE AND NE 63RD ST,S,25707,1274163.21592554,249410.62904345,N,N,Y,Urban Village Main,,58,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,0,ART,N,87.3734683533164
8814,8374,68,04800,0450,048000450,8TH AVE NW BETWEEN NW 45TH ST AND NW 46TH ST,8TH AVE NW,8TH AVE NW,NW 45TH ST,NW 46TH ST,2,Minor Arterial, ,INSVC,4500,25,N,N, , ,267,54,PCC,2017/10/01 00:00:00+00,,,8TH AVE NW AND NW 45TH ST,N,26605,8TH AVE NW AND NW 46TH ST,S,25465,1262712.39223382,245175.91006312,Y,N,N,Industrial Access,,72,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,0,ART,N,267.05657632493
8815,8385,68,04800,0560,048000560,8TH AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,8TH AVE NW,8TH AVE NW,NW 56TH ST,NW 57TH ST,2,Minor Arterial, ,INSVC,5600,25,N,N, , ,266,54,PCC,2017/10/28 00:00:00+00,AC,2017/11/04 00:00:00+00,8TH AVE NW AND NW 56TH ST,N,25418,8TH AVE NW AND NW 57TH ST,S,25409,1262772.29866588,248081.8414581,Y,N,N,Urban Center Connector,,68,24,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,3,ART,N,266.195295661356
8816,8395,68,04800,0650,048000650,8TH AVE NW BETWEEN NW 65TH ST AND NW 67TH ST,8TH AVE NW,8TH AVE NW,NW 65TH ST,NW 67TH ST,2,Minor Arterial, ,INSVC,6500,25,N,N, , ,651,54,PCC,2017/10/01 00:00:00+00,,,8TH AVE NW AND NW 65TH ST,N,24214,8TH AVE NW AND NW 67TH ST,S,24205,1262861.81380197,250664.04050073,Y,N,N,Urban Center Connector,,71,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,4,ART,N,651.139766244084
8817,8406,68,04800,0790,048000790,8TH AVE NW BETWEEN NW 79TH ST AND NW 80TH ST,8TH AVE NW,8TH AVE NW,NW 79TH ST,NW 80TH ST,2,Minor Arterial, ,INSVC,7900,25,N,N, , ,270,54,PCC,2017/10/01 00:00:00+00,,,8TH AVE NW AND NW 79TH ST,N,24138,8TH AVE NW AND NW 80TH ST,S,24137,1262936.93188204,254197.40882435,Y,N,N,Urban Center Connector,,73,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,1,ART,N,269.647469774932
8818,8463,68,04805,0850,048050850,8TH AVE S BETWEEN S SULLIVAN ST AND S CLOVERDALE ST,8TH AVE S,8TH AVE S,S SULLIVAN ST,S CLOVERDALE ST,3,Collector Arterial, ,INSVC,8500,25,S,N, , ,310,42,PCC,2017/10/22 00:00:00+00,AC,2017/11/03 00:00:00+00,8TH AVE S AND S SULLIVAN ST,S,35093,8TH AVE S AND S CLOVERDALE ST,N,35094,1272421.85758775,195755.53356451,Y,N,N,Urban Village Neighborhood,,48,66,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,0,ART,N,310.032590137956
8819,8487,68,04815,0260,048150260,8TH AVE W BETWEEN W RAYE ST AND W BOTHWELL ST,8TH AVE W,8TH AVE W,W RAYE ST,W BOTHWELL ST,2,Minor Arterial, ,INSVC,2600,25,N,N, , ,172,30,AC,2017/10/04 00:00:00+00,,,8TH AVE W AND W RAYE ST,N,27893,8TH AVE W AND W BOTHWELL ST,S,27892,1262242.94519334,238443.86832823,N,N,N,Neighborhood Corridor,,69,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,172.404133746937
8827,8673,68,05000,0330,050000330,AIRPORT WAY S BETWEEN S HORTON S ST AND S HINDS ST,AIRPORT WAY S,AIRPORT WAY S,S HORTON S ST,S HINDS ST,1,Principal Arterial, ,INSVC,3300,30,S,N, , ,230,58,AC/PCC,2017/10/12 00:00:00+00,,,AIRPORT WAY S AND S HORTON S ST,S,340329,AIRPORT WAY S AND S HINDS ST,N,32236,1273118.78187647,212897.11649406,N,N,Y,Industrial Access,Y,76,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,229.766353535795
8828,8683,68,05000,0429,050000429,AIRPORT WAY S BETWEEN S INDUSTRIAL WB WAY AND S INDUSTRIAL EB WAY,AIRPORT WAY S,AIRPORT WAY S,S INDUSTRIAL WB WAY,S INDUSTRIAL EB WAY,1,Principal Arterial, ,INSVC,4200,30,S,N, , ,203,58,AC/PCC,2017/10/12 00:00:00+00,,,AIRPORT WAY S AND S INDUSTRIAL WB WAY,S,32396,AIRPORT WAY S AND S INDUSTRIAL EB WAY,N,32395,1272720.45086807,209579.46228266,N,N,Y,Industrial Access,Y,57,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,203.305868619242
8829,8692,68,05000,0570,050000570,AIRPORT WAY S BETWEEN S CARSTENS PL AND S HOMER ST,AIRPORT WAY S,AIRPORT WAY S,S CARSTENS PL,S HOMER ST,1,Principal Arterial, ,INSVC,5700,25,SE,N, , ,224,44,AC/PCC,2017/10/12 00:00:00+00,,,AIRPORT WAY S AND S CARSTENS PL,SE,33111,AIRPORT WAY S AND S HOMER ST,NW,33110,1273639.17880501,204533.74298149,Y,N,Y,Industrial Access,Y,70,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,224.400687880804
8831,8786,68,05095,0170,050950170,ALKI AVE SW BETWEEN SW HAMPSHIRE ST AND SW ILLINOIS ST,ALKI AVE SW,ALKI AVE SW,SW HAMPSHIRE ST,SW ILLINOIS ST,2,Minor Arterial, ,INSVC,1700,25,SW,N, , ,1067,66,AC/PCC,2017/10/23 00:00:00+00,,,ALKI AVE SW AND SW HAMPSHIRE ST,SW,31116,ALKI AVE SW AND SW ILLINOIS ST,NE,30896,1254607.17628951,218098.24821138,N,N,N,Neighborhood Corridor,,70,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,0,ART,N,1066.57891226904
8837,8904,68,05250,0060,052500060,AURORA AVE N BETWEEN AURORA AV SB OFF RP AND ROY ST,AURORA AVE N,AURORA AVE N,AURORA AV SB OFF RP,ROY ST,1,Principal Arterial,WSDOT,INSVC,600,40,N,N, , ,327,0,,,,,AURORA AVE N AND AURORA AV SB OFF RP,N,28805,AURORA AVE N AND ROY ST,S,28740,1267993.95831922,231575.99811319,N,N,N,Urban Village Main,Y,0,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,417.337583902211
8838,8963,68,05250,0850,052500850,AURORA AVE N BETWEEN N 85TH ST AND N 86TH ST,AURORA AVE N,AURORA AVE N,N 85TH ST,N 86TH ST,1,Principal Arterial,WSDOT,INSVC,8500,30,N,N, , ,264,0,,,,,AURORA AVE N AND N 85TH ST,N,37367,AURORA AVE N AND N 86TH ST,S,37366,1268256.8584155,255682.20024988,N,N,N,Urban Village Main,Y,0,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,4,ART,N,264.31754403259
8839,8972,68,05250,0930,052500930,AURORA AVE N BETWEEN N 93RD ST AND N 94TH ST,AURORA AVE N,AURORA AVE N,N 93RD ST,N 94TH ST,1,Principal Arterial,WSDOT,INSVC,9300,30,N,N, , ,264,0,,,,,AURORA AVE N AND N 93RD ST,N,37328,AURORA AVE N AND N 94TH ST,S,37326,1268281.42020752,257796.75282803,N,N,N,Urban Village Main,Y,0,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,3,ART,N,264.101260986283
8844,9106,68,05385,0530,053850530,BEACH DR SW BETWEEN SW CANADA DR AND SW SHORE PL,BEACH DR SW,BEACH DR SW,SW CANADA DR,SW SHORE PL,2,Minor Arterial, ,INSVC,5300,25,S,N, , ,229,36,PCC,2017/10/23 00:00:00+00,,,BEACH DR SW AND SW CANADA DR,S,32757,BEACH DR SW AND SW SHORE PL,N,32760,1253731.62115262,206192.25555919,N,N,N,Neighborhood Corridor,,30,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,1,ART,N,229.077817422501
8845,9130,68,05411,0480,054110480,BEACON WR AVE S BETWEEN S COLUMBIAN WAY AND S FERDINAND N ST,BEACON AVE S,BEACON WR AVE S,S COLUMBIAN WAY,S FERDINAND N ST,2,Minor Arterial, ,INSVC,4800,25,S,Y,S,F,601,22,AC/PCC,2017/10/26 00:00:00+00,,,BEACON WR AVE S AND S COLUMBIAN WAY,S,33314,BEACON WR AVE S AND S FERDINAND N ST,N,33323,1277214.72376867,207305.73952834,N,N,N,Urban Center Connector,,65,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,600.640920182165
8846,9150,68,05411,0680,054110680,BEACON WR AVE S BETWEEN S BRIGHTON ST AND S WILLOW ST,BEACON AVE S,BEACON WR AVE S,S BRIGHTON ST,S WILLOW ST,2,Minor Arterial, ,INSVC,6800,25,S,Y,S,F,445,22,PCC,2017/10/26 00:00:00+00,,,BEACON WR AVE S AND S BRIGHTON ST,S,34311,BEACON WR AVE S AND S WILLOW ST,N,34314,1278402.88933788,200964.42502584,N,N,N,Urban Center Connector,,79,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,2,ART,N,444.589217592144
8847,9161,68,05411,0760,054110760,BEACON WR AVE S BETWEEN S AUSTIN ST AND S HOLDEN ST,BEACON AVE S,BEACON WR AVE S,S AUSTIN ST,S HOLDEN ST,3,Collector Arterial, ,INSVC,7600,25,SE,Y,SE,F,275,22,PCC,2017/10/26 00:00:00+00,,,BEACON WR AVE S AND S AUSTIN ST,SE,34573,BEACON WR AVE S AND S HOLDEN ST,NW,34574,1280673.1644122,198227.19468704,N,N,N,Neighborhood Corridor,,81,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,275.092716966278
8849,9217,68,05445,0010,054450010,BELLEVUE AVE E BETWEEN E DENNY WAY AND E LORETTA PL,BELLEVUE AVE E,BELLEVUE AVE E,E DENNY WAY,E LORETTA PL,3,Collector Arterial, ,INSVC,100,25,N,N, , ,270,36,AC/PCC,2017/10/07 00:00:00+00,,,BELLEVUE AVE AND E DENNY WAY,N,29164,BELLEVUE AVE E AND E LORETTA PL,S,29163,1272129.49528345,229313.43324687,N,N,N,Urban Village Neighborhood,,29,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,2,ART,N,270.048574010594
8854,9339,68,05580,0030,055800030,BOSTON ST BETWEEN 3RD AVE N AND NOB HILL AVE N,BOSTON ST,BOSTON ST,3RD AVE N,NOB HILL AVE N,2,Minor Arterial, ,INSVC,300,25,E,N, , ,300,40,AC/PCC,2017/10/04 00:00:00+00,,,3RD AVE N AND BOSTON ST,E,28118,BOSTON ST AND NOB HILL AVE N,W,28119,1266202.90564539,236508.54723825,Y,N,N,Urban Center Connector,,49,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,300.057423680295
8856,9414,68,05700,0020,057000020,BROAD ST BETWEEN 2ND AVE AND 3RD AVE,BROAD ST,BROAD ST,2ND AVE,3RD AVE,1,Principal Arterial, ,INSVC,200,25,NE,N, , ,322,49,PCC,2017/11/02 00:00:00+00,,,2ND AVE AND BROAD ST,NE,29666,3RD AVE AND BROAD ST,SW,29658,1266084.20170927,229088.56444664,N,N,Y,Downtown,Y,52,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT7, ,N,5,ART,N,321.801660109701
8857,9440,68,05735,0070,057350070,BROADWAY BETWEEN CHERRY ST AND E COLUMBIA ST,BROADWAY,BROADWAY,CHERRY ST,E COLUMBIA ST,2,Minor Arterial, ,INSVC,700,25,N,N, , ,426,52,AC,2013/12/30 00:00:00+00,,,BROADWAY AND CHERRY ST,N,29797,BROADWAY AND E COLUMBIA ST,S,29790,1273530.0781329,225565.43580304,Y,N,N,Urban Village Neighborhood,,100,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,0,ART,N,426.057742895499
8858,9450,68,05735,0180,057350180,BROADWAY BETWEEN E HOWELL ST AND E DENNY WAY,BROADWAY,BROADWAY,E HOWELL ST,E DENNY WAY,2,Minor Arterial, ,INSVC,1800,25,N,N, , ,426,52,AC/PCC,2017/10/07 00:00:00+00,,,BROADWAY AND E HOWELL ST,N,29072,BROADWAY AND E DENNY WAY,S,29068,1273574.99774894,229029.73007858,N,N,N,Urban Village Neighborhood,,45,0,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,0,ART,N,426.162267918
8863,9557,68,05790,0520,057900520,CALIFORNIA AVE SW BETWEEN SW DAWSON N ST AND SW DAWSON S ST,CALIFORNIA AVE SW,CALIFORNIA AVE SW,SW DAWSON N ST,SW DAWSON S ST,2,Minor Arterial, ,INSVC,5200,25,S,N, , ,275,48,AC/PCC,2017/10/23 00:00:00+00,,,CALIFORNIA AVE SW AND SW DAWSON N ST,S,32779,CALIFORNIA AVE SW AND SW DAWSON S ST,N,32788,1256824.04547578,206712.91879173,N,N,N,Urban Village Neighborhood,,66,0,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,0,ART,N,275.487090758605
